utterance,frame,coefficient1,coefficient2,coefficient3,coefficient4,coefficient5,coefficient6,coefficient7,coefficient8,coefficient9,coefficient10,coefficient11,coefficient12,class
15.0,16.0,-0.451102,-0.410489,0.363458,0.353936,0.552499,-0.499036,0.020154,-0.218224,-0.206414,0.063794,-0.16023,-0.250591,1
17.0,5.0,1.4551,-0.575683,0.202991,-0.465586,0.235229,-0.097787,-0.186703,0.289169,-0.122138,-0.295325,0.117696,0.250222,0
19.0,12.0,0.255143,-0.660257,0.092102,-0.243404,0.041218,-0.10499,-0.191581,-0.495971,-0.042339,-0.238416,0.13064,0.271249,0
20.0,4.0,1.222346,-0.473878,0.315938,-0.729309,-0.341263,-0.132843,-0.502716,0.142986,0.287584,-0.184191,-0.086522,-0.022182,0
21.0,7.0,0.286868,-0.394406,0.244947,-0.664845,0.071628,-0.423498,-0.154123,0.303832,-0.197246,-0.36667,-0.051476,0.033794,0
24.0,3.0,0.453353,-0.34331,0.592649,-0.864782,-0.368391,-0.416518,-0.32625,0.397526,-0.010174,-0.20634,0.158153,0.007261,0
28.0,16.0,0.063246,-0.748566,0.464281,-0.075235,0.376992,-0.178373,-0.232833,-0.372352,-0.143748,-0.167154,-0.056455,0.078701,0
20.0,13.0,1.074075,-0.324455,0.681411,0.192233,0.379001,0.061323,-0.198993,-0.134687,-0.188781,-0.325608,0.072058,0.058634,0
12.0,13.0,-0.049926,-0.928151,0.320141,-0.222948,0.688629,-0.470599,-0.35398,-0.058307,-0.479334,-0.051842,0.041924,-0.002446,0
25.0,18.0,-0.014412,-0.777264,0.704067,-0.160747,0.49259,-0.141607,-0.322682,-0.152027,-0.322553,-0.002272,0.0026,-0.121542,0
48.0,4.0,0.917923,-0.408838,0.157199,-0.516395,0.163783,-0.201266,-0.106931,9.8e-05,-0.206774,-0.309344,-0.057267,0.236157,0
47.0,3.0,1.07148,-0.17509,-0.154079,-0.448062,0.098429,-0.303395,-0.050914,0.082431,-0.127649,-0.276268,-0.120618,0.07013,0
18.0,3.0,0.952955,-0.412977,0.058724,-0.5405,-0.016999,-0.391733,0.169677,0.103223,-0.347971,-0.045446,0.02801,0.226491,0
47.0,2.0,1.1365,-0.056364,-0.253163,-0.464744,0.073621,-0.37823,0.014382,0.114617,-0.058358,-0.275261,-0.117029,0.082805,0
17.0,2.0,0.427357,-0.061698,0.107198,-0.840062,-0.016425,-0.739313,0.009701,0.388299,-0.15733,-0.033691,-0.072702,0.066587,1
59.0,4.0,0.328064,-0.239161,0.029546,-0.794843,0.253737,-0.511173,-0.182932,0.159932,-0.121247,-0.155954,-0.13561,0.17765,1
12.0,13.0,1.12081,-1.066713,0.423738,-0.105805,0.200778,-0.023111,-0.065992,-0.246475,-0.475319,-0.086955,-0.024298,-0.002242,0
35.0,2.0,1.084295,-0.459063,0.052699,-0.696264,0.035551,-0.406792,-0.249018,0.251324,-0.072075,-0.318567,-0.105583,0.120079,0
78.0,3.0,0.65353,0.151327,-0.221599,-0.745349,0.14698,-0.747973,0.016118,0.212466,-0.033695,-0.040703,-0.20481,0.143879,1
24.0,10.0,0.565022,-0.802081,0.526742,0.034209,0.533607,-0.225177,-0.483979,-0.063686,-0.15782,-0.145768,-0.021092,-0.105947,0
21.0,1.0,-0.166384,-0.693914,0.379033,-0.849392,-0.111795,-0.337382,-0.08985,0.317058,-0.24401,-0.229042,0.089077,0.138708,0
35.0,9.0,0.990652,-0.947135,0.403876,-0.495625,0.388554,-0.076349,-0.465088,0.030482,-0.38582,-0.261334,0.084778,-0.047813,0
40.0,6.0,0.780532,-0.259317,0.120614,-0.773166,0.228733,-0.408081,-0.230619,0.173068,-0.016863,-0.254113,-0.299843,0.066814,0
16.0,2.0,1.801052,-0.685165,-0.192046,-0.248396,0.104385,-0.02451,-0.340206,-0.202049,-0.013684,-0.157411,-0.017085,0.213919,0
24.0,2.0,1.167541,-0.225956,0.353536,-0.582134,0.260398,-0.424802,-0.190912,0.471899,0.049489,-0.047505,-0.080686,-0.037614,0
1.0,14.0,0.848628,-0.357273,0.119735,-0.165421,0.667473,-0.153162,-0.056774,-0.03089,-0.223193,-0.168155,-0.159386,0.157311,0
7.0,15.0,1.339451,-0.481133,0.570811,-0.047414,0.414503,-0.202914,-0.44236,-0.142528,-0.182088,-0.266776,0.048488,0.152438,0
62.0,5.0,1.047852,-0.200669,-0.068341,-0.717163,0.279073,-0.414061,-0.137093,0.154868,-0.199523,-0.233648,-0.173384,0.159279,1
23.0,7.0,1.162305,-0.607757,0.22739,-0.499758,0.450314,-0.247593,-0.366999,0.02069,-0.345533,-0.244732,0.000348,0.160922,0
15.0,11.0,0.552902,-0.404262,0.316869,0.371556,0.535025,-0.406346,-0.185391,-0.076587,-0.02822,-0.154011,-0.072121,-0.093014,0
23.0,13.0,0.812199,-0.934833,0.708652,0.167938,0.444202,-0.278039,-0.315385,-0.030972,-0.266778,-0.040549,-0.10014,-0.215977,0
12.0,3.0,0.721296,-0.321257,0.309136,-0.909231,-0.10216,-0.531486,-0.280148,0.308326,0.09763,-0.097074,-0.116031,0.104398,0
23.0,8.0,1.09423,-0.55965,0.014554,0.157367,0.129103,-0.044354,-0.264193,-0.185645,-0.158606,-0.246614,0.067795,0.108075,0
28.0,12.0,1.457966,-0.686668,0.074314,0.113276,0.19529,-0.11082,-0.264812,-0.005118,-0.341557,-0.200298,0.180921,0.130216,0
1.0,11.0,0.148459,-0.292103,-0.211948,-0.223347,0.560816,-0.185919,-0.359755,-0.112216,-0.214759,-0.240224,0.029637,0.010479,0
5.0,8.0,0.604455,-0.756895,0.166175,-0.684799,0.144517,-0.204475,-0.300671,0.103634,-0.108818,-0.335476,-0.089225,0.221594,0
52.0,5.0,0.266798,-0.235486,-0.256847,-0.485315,0.32142,-0.473245,-0.021099,-0.07408,-0.139828,-0.263433,-0.16649,0.259156,1
11.0,2.0,0.91856,-0.796767,-0.204944,-0.511968,0.080739,-0.578938,-0.11759,0.146172,-0.055198,0.018731,-0.232983,0.073136,1
12.0,7.0,1.36467,-0.536909,-0.062246,-0.343855,0.101043,-0.26904,-0.12505,0.236044,-0.35021,-0.224693,0.044107,0.083569,0
12.0,4.0,0.938675,0.023574,0.084784,-0.655138,0.184891,-0.253405,-0.194068,0.12137,0.181675,0.032298,-0.139064,0.020327,0
3.0,3.0,0.994394,-0.504503,-0.169538,-0.228489,-0.06873,-0.212733,0.062026,-0.136924,0.132743,-0.387593,-0.035636,0.374272,0
34.0,8.0,1.031791,0.281955,-0.036675,-0.777762,0.466454,-0.120371,-0.102226,-0.009479,-0.119544,-0.018559,-0.15599,0.06125,0
28.0,10.0,0.879133,0.267216,-0.172346,-0.706562,0.478901,-0.235295,-0.049285,-0.088558,-0.091163,-0.129053,-0.048779,0.10852,0
10.0,1.0,1.565251,0.041818,0.686958,-0.557199,-0.304664,-0.446723,0.108951,0.145401,-0.239657,0.049959,-0.015421,-0.040004,0
46.0,8.0,0.587444,-0.484577,0.099209,-0.404271,0.341775,-0.344494,-0.087143,-0.101921,-0.46759,-0.136653,0.03516,0.196295,1
23.0,6.0,1.241511,-0.900355,-0.207635,-0.215257,0.13686,-0.006443,-0.275094,-0.171842,-0.051636,-0.274472,-0.033387,0.247381,0
13.0,1.0,1.199748,-0.939892,0.673849,-0.591709,-0.3818,-0.030972,0.172566,-0.06763,-0.462255,-0.091757,-0.082961,-0.084846,0
28.0,16.0,1.027953,-0.690171,0.640242,0.160346,0.483883,-0.026475,-0.407832,-0.016861,-0.264037,-0.260204,0.143513,-0.03278,0
56.0,9.0,-0.066762,-0.246373,-0.01404,-0.214181,0.529967,-0.443583,0.078619,-0.204862,-0.426389,-0.1859,0.024424,0.159308,1
8.0,19.0,0.175018,-0.814137,0.309586,-0.108505,0.430283,-0.109019,-0.224911,-0.409235,-0.129038,-0.201332,-0.174037,0.237779,0
2.0,3.0,1.71939,-0.470892,0.47216,-0.215039,-0.090117,-0.420276,0.12597,0.121316,-0.428383,-0.088172,-0.058325,0.020593,0
32.0,9.0,0.597809,-1.076918,0.354765,-0.325892,0.535755,-0.213686,-0.406216,-0.042878,-0.428345,-0.167017,0.063139,0.084363,0
69.0,11.0,0.471845,-0.644725,0.110391,-0.058852,0.541777,-0.298587,-0.091726,-0.145541,-0.379541,-0.241153,-0.023416,0.11463,1
8.0,7.0,0.760064,-0.5085,-0.103279,-0.708251,0.206187,-0.298691,-0.24925,0.048411,-0.004344,-0.259005,-0.226555,0.092306,0
50.0,10.0,0.438339,-0.529335,0.538732,0.129324,0.540209,-0.319069,-0.258783,-0.09557,-0.156015,-0.106553,-0.139055,-0.114079,0
24.0,16.0,0.913179,-1.221883,0.598304,-0.214427,0.095234,-0.007772,-0.096977,-0.25102,-0.548108,-0.087296,0.068067,-0.008069,0
4.0,9.0,0.399077,-0.996821,0.173008,-0.433203,0.478615,-0.231347,-0.356941,-0.060632,-0.28924,-0.309752,-0.10069,0.280832,0
22.0,5.0,0.703671,-0.277272,-0.011582,-0.732427,0.055256,-0.529694,-0.166928,0.22046,-0.036828,-0.160672,-0.149452,0.092888,0
9.0,5.0,0.304147,-0.206522,-0.136432,-0.310749,0.154518,-0.384026,0.115462,-0.20109,-0.264311,-0.300501,0.035749,0.270907,1
13.0,6.0,1.610055,-0.405364,0.327806,-0.30613,0.115126,-0.138801,-0.160862,0.175678,-0.014439,-0.252518,-0.123595,0.167189,0
30.0,13.0,0.147115,-0.916903,0.396613,-0.128482,0.613363,-0.244674,-0.414714,-0.036691,-0.323028,-0.178526,0.016502,-0.00607,0
19.0,13.0,1.21733,-0.343095,0.402116,0.074703,0.360159,0.039451,-0.28537,-0.248302,-0.100481,-0.349669,0.039837,0.163704,0
16.0,24.0,-0.03252,-0.749883,0.637658,-0.106403,0.167683,-0.086847,-0.253929,-0.325603,-0.160818,-0.143099,0.016179,-0.005697,0
14.0,2.0,1.252185,-0.903323,0.615969,-0.48139,-0.453664,-0.256145,0.166163,0.043239,-0.410723,-0.08263,-0.049393,-0.06615,0
4.0,10.0,0.1487,-0.813031,0.240607,-0.462406,0.454097,-0.272808,-0.303456,0.011391,-0.353094,-0.312583,-0.066344,0.24763,0
78.0,11.0,0.119311,-0.397057,0.110112,-0.130439,0.699411,-0.427838,-0.066623,-0.140118,-0.396179,-0.12444,-0.065786,0.071556,1
82.0,5.0,0.617328,-0.258904,0.13021,-0.544268,0.085267,-0.46066,-0.00835,0.134162,-0.355799,-0.301151,0.049784,0.183795,1
17.0,25.0,0.361118,-1.517149,0.493694,-0.042444,0.074075,-0.134593,-0.308937,-0.393829,-0.263988,0.052477,0.050895,-0.043564,0
20.0,7.0,1.542535,-0.300938,-0.113085,-0.466037,0.259573,0.023279,-0.162747,-0.167257,0.154439,-0.179562,-0.28656,0.020334,0
5.0,11.0,0.577627,-0.114132,0.073725,0.133647,0.42419,0.075034,-0.210666,-0.342375,0.166563,-0.363105,-0.025186,0.013617,0
14.0,3.0,0.197503,0.01604,-0.110563,-0.799933,0.266648,-0.638364,-0.027647,0.222825,-0.178798,-0.126188,-0.163572,0.144432,1
11.0,6.0,0.806324,-1.123175,-0.174921,-0.150468,0.291488,-0.482432,-0.099715,-0.031989,-0.373645,-0.103549,-0.137609,0.197678,1
51.0,10.0,0.129647,-0.782723,0.345266,-0.106831,0.504458,-0.414596,-0.165337,-0.162149,-0.416483,-0.070788,-0.018896,0.018914,1
22.0,2.0,0.837722,0.494934,-0.001976,-0.59941,0.302165,-0.515772,-0.193391,0.133413,0.207372,-0.022496,-0.018704,0.00015,0
26.0,2.0,1.466211,-0.252414,-0.114538,-0.537394,-0.000649,-0.183427,-0.192019,0.038196,-0.139825,-0.256012,0.088074,0.192467,0
13.0,6.0,1.120028,-1.215193,0.614607,-0.40579,-0.142715,-0.006355,0.008872,-0.102461,-0.55324,-0.16904,0.065837,-0.011259,0
10.0,14.0,1.641653,-0.678485,0.597245,-0.027996,0.258757,0.015911,-0.274645,-0.103213,-0.322404,-0.273256,0.120348,0.09473,0
11.0,7.0,0.59608,-0.611687,0.138649,-0.315774,0.274426,-0.174765,-0.068982,-0.11735,-0.357969,-0.246214,0.026545,0.079752,0
24.0,15.0,0.77402,-1.156905,0.873211,0.089143,0.108222,-0.058414,-0.180032,-0.203516,-0.401796,-0.125242,0.010086,-0.060287,0
43.0,6.0,0.867723,-0.603605,0.349505,-0.781475,-0.159898,-0.287716,-0.252106,0.290298,0.006185,-0.326562,-0.088205,0.125473,0
31.0,15.0,-0.471905,-0.509498,0.435746,0.121029,0.672453,-0.467031,0.020084,-0.227658,-0.328027,0.147662,-0.151839,-0.229853,1
42.0,7.0,0.311602,-0.219511,0.119356,-0.551954,0.417247,-0.359395,-0.098112,-0.067115,-0.430431,-0.145979,-0.037551,0.216094,1
28.0,12.0,1.401812,-1.168996,0.669745,-0.06018,0.041458,-0.036182,-0.068033,-0.231904,-0.524948,-0.047173,0.08348,-0.080986,0
2.0,14.0,1.541301,-0.530376,0.363522,-0.087405,0.251401,-0.116625,-0.04708,-0.164929,-0.350866,-0.086459,-0.096591,0.082467,0
18.0,14.0,0.179657,-0.785082,0.241942,-0.317938,0.24772,-0.165535,-0.215323,-0.388527,-0.209281,-0.18742,0.058748,0.263028,0
3.0,9.0,0.445685,-1.135348,0.317543,-0.516429,0.372476,-0.204127,-0.389695,0.087599,-0.325936,-0.328193,-0.017886,0.222409,0
21.0,13.0,1.063538,-1.052511,0.649168,-0.204636,0.112171,0.010629,-0.073567,-0.193561,-0.502267,-0.066585,0.106246,0.042927,0
17.0,2.0,1.328138,-0.471188,0.680494,-0.520856,-0.369669,-0.169861,0.271811,-0.002882,-0.351977,0.02465,-0.187454,-0.180481,0
9.0,5.0,1.379689,-0.295361,-0.052272,-0.640063,0.045417,-0.080778,-0.131817,-0.151561,0.244522,0.03736,-0.269441,0.091299,0
23.0,9.0,1.087975,-0.344754,0.494345,-0.321341,0.770131,-0.070946,-0.359172,0.084963,-0.290193,-0.15113,0.036968,0.023827,0
16.0,8.0,1.189073,-0.780617,0.005576,-0.72237,0.121478,-0.230272,-0.231265,0.052695,-0.135385,-0.23745,-0.148193,0.231715,0
22.0,13.0,0.659817,-0.942996,0.723196,-0.026287,0.498836,-0.096698,-0.547615,0.009509,-0.23968,-0.210493,0.092348,-0.161143,0
27.0,6.0,1.171417,-0.292703,0.609122,-0.266573,0.340838,-0.034374,-0.272608,0.170013,-0.197705,-0.361787,-0.140776,0.085734,0
9.0,1.0,1.178797,-0.83148,0.224028,-0.450231,-0.198879,-0.370094,0.133085,0.29219,-0.218161,-0.132742,-0.036303,0.085905,0
17.0,14.0,1.162821,-1.123237,0.502587,0.072713,0.232718,-0.127463,-0.220405,-0.170105,-0.445814,-0.088225,0.107888,-0.105509,0
21.0,4.0,1.249037,-0.31599,0.190332,-0.731726,0.138371,-0.360691,-0.09542,0.244188,-0.172321,-0.299609,-0.076533,0.225249,0
22.0,15.0,0.31613,-0.629244,0.282759,-0.302984,0.253565,-0.107631,-0.081692,-0.428735,-0.232716,-0.214291,-0.075585,0.261234,0
70.0,5.0,0.287206,-0.280377,-0.174791,-0.565991,0.08788,-0.381319,-0.051589,0.027484,-0.111091,-0.190891,-0.055986,0.189745,1
32.0,2.0,0.288105,-0.638032,0.197292,-0.669381,0.040474,-0.22076,-0.220322,0.166187,-0.153832,-0.364828,-0.048198,0.264437,0
2.0,13.0,0.310094,-0.022744,0.058405,-0.219395,0.472325,-0.330435,-0.001493,-0.262987,-0.400391,-0.106009,0.082967,0.080664,1
61.0,6.0,0.421536,-0.445846,-0.038123,-0.537646,0.13963,-0.476912,-0.023381,0.015737,-0.243827,-0.204658,0.039745,0.325718,1
1.0,4.0,0.919834,-0.792808,0.094948,-0.541819,-0.347483,-0.184594,-0.212082,0.085932,0.153618,-0.223762,-0.145553,0.18927,0
27.0,13.0,0.991121,-0.287936,-0.267103,0.325235,0.218221,-0.004327,-0.199678,-0.279335,-0.031168,-0.314765,-0.008608,0.074662,0
21.0,11.0,1.42761,-0.968755,0.241756,0.175664,0.273364,-0.038183,-0.430744,-0.220005,-0.175805,-0.14388,0.038405,-0.028876,0
4.0,2.0,0.86085,-0.160701,0.025272,-0.493436,-0.066894,-0.182061,0.085074,-0.055517,0.184202,-0.172263,-0.24575,0.203674,0
19.0,18.0,0.889368,-0.371597,0.015038,0.141875,0.495163,0.144313,-0.255696,-0.342722,0.143302,-0.246592,-0.02589,0.058967,0
20.0,6.0,0.819351,0.01808,0.215875,-0.420788,0.470766,-0.149794,-0.160523,-0.047464,-0.048608,-0.152721,-0.062796,0.148736,0
15.0,9.0,0.146665,-0.83539,0.431008,-0.088031,0.712071,-0.312212,-0.370196,-0.054963,-0.362307,-0.125609,-0.052036,-0.029798,0
24.0,13.0,0.558462,-0.309415,0.486941,0.221032,0.495375,-0.466003,-0.188247,-0.085839,-0.176611,-0.069069,-0.135533,-0.160347,0
8.0,11.0,1.076688,-0.478711,0.243601,0.048098,0.60005,-0.263777,-0.14405,-0.075504,-0.317146,0.017155,-0.059897,0.066383,0
30.0,4.0,1.468994,-0.795332,0.201562,-0.592917,-0.355238,-0.20226,-0.103656,0.107146,-0.026785,-0.338558,-0.088784,0.252655,0
20.0,8.0,1.172725,-1.016678,0.626404,-0.173006,0.106946,-0.035895,-0.091697,-0.179859,-0.506292,-0.155241,0.063861,0.12544,0
9.0,6.0,1.69838,-0.544536,0.266387,-0.134894,-0.073217,0.12754,-0.288386,-0.00397,0.035204,-0.40045,-0.130278,0.213545,0
19.0,14.0,1.206242,-0.722118,0.344514,0.083867,0.367799,0.097591,-0.400062,-0.236827,-0.183474,-0.052212,-0.042472,-0.193509,0
26.0,9.0,1.469383,-0.716187,-0.120876,0.036927,0.21426,-0.062856,-0.41494,-0.274924,-0.120681,-0.067168,0.05029,0.04336,0
9.0,17.0,0.254418,-0.955765,0.53591,-0.422541,0.296927,0.040802,-0.209827,-0.328519,-0.364533,-0.167621,-0.094223,0.190832,0
4.0,4.0,1.392235,-0.455849,0.40368,-0.230663,-0.251208,-0.427469,0.269663,-0.133541,-0.385206,-0.078245,-0.093025,0.133724,0
9.0,1.0,1.363378,-0.358834,0.131645,-0.644438,-0.077857,-0.264122,-0.033536,0.042273,0.189287,0.11682,-0.297872,0.084266,0
5.0,1.0,1.399389,-0.525987,-0.699447,0.047228,-0.042897,-0.373916,0.070351,-0.143958,-0.046557,-0.253743,0.078602,0.223686,0
21.0,13.0,1.454511,-1.09611,0.146193,-0.002049,0.334632,0.073736,-0.497956,-0.245085,-0.09951,-0.141861,0.028664,-0.019973,0
15.0,16.0,-0.138772,-0.560499,0.379643,-0.219502,0.227024,-0.05773,-0.313498,-0.315235,-0.313172,-0.175484,0.211492,-0.034096,0
22.0,12.0,-0.156181,-0.1738,0.321776,-0.01728,0.687802,-0.514355,-0.002775,-0.241228,-0.410562,0.051573,-0.119872,-0.064511,1
86.0,6.0,0.439344,-0.088595,-0.131211,-0.580115,0.347546,-0.379997,0.051569,-0.048538,-0.46728,-0.159518,-0.054379,0.133221,1
8.0,13.0,0.515545,0.074505,-0.23112,-0.115949,0.249978,0.068378,-0.087664,-0.40721,0.235423,-0.219098,-0.124596,0.173756,0
1.0,6.0,1.451249,-0.479009,-0.15359,-0.156076,0.080152,-0.097906,-0.360829,-0.074357,-0.044098,-0.227165,0.143859,0.299494,0
3.0,10.0,0.364251,-0.621256,0.118287,-0.128696,0.331718,-0.266009,0.007327,-0.292511,-0.352784,-0.171493,-0.030458,0.174731,1
86.0,7.0,0.323985,-0.043288,-0.055777,-0.437661,0.502104,-0.38618,-0.029637,-0.089789,-0.471464,-0.169354,-0.028537,0.144635,1
54.0,9.0,-0.022431,-0.769903,0.369738,0.035986,0.459371,-0.319293,-0.128466,-0.183479,-0.412862,-0.063544,0.004265,0.001818,1
17.0,12.0,1.194569,-0.984321,0.820284,0.169449,0.312583,0.229432,-0.484847,-0.229575,-0.053415,-0.258252,-0.015877,-0.013503,0
20.0,1.0,1.340998,-0.917866,0.594291,-0.447085,-0.287023,-0.143762,0.146041,-0.023717,-0.489052,-0.152256,-0.047034,0.020057,0
16.0,16.0,0.475703,-1.006461,0.424826,-0.205666,0.262941,-0.052782,-0.173411,-0.402828,-0.297701,-0.117423,-0.040351,0.116554,0
30.0,7.0,1.224771,-0.371558,0.335834,-0.547974,0.38487,-0.203234,-0.058058,0.26369,-0.368357,-0.213397,0.117961,0.226729,0
29.0,15.0,-0.028197,-0.694694,0.490614,-0.007948,0.436976,-0.323816,-0.208991,-0.182498,-0.427856,-0.008738,0.081327,-0.089774,0
30.0,9.0,0.706912,-0.695671,0.275047,-0.590381,0.246049,-0.164426,-0.237598,0.035406,-0.200454,-0.318164,-0.262628,0.216803,0
25.0,13.0,0.532723,0.005574,0.374023,-0.139629,0.35726,-0.086023,-0.261709,-0.15993,0.068966,-0.238233,-0.003472,0.036888,0
21.0,7.0,0.448836,-0.227299,-0.349944,-0.292875,0.296613,-0.422207,-0.09733,-0.045281,-0.247832,-0.209645,-0.058812,0.265845,1
19.0,13.0,1.309052,-0.914481,0.649798,-0.046436,0.02179,0.077789,-0.140348,-0.314541,-0.385969,-0.166326,0.035825,0.060607,0
9.0,7.0,0.923152,-0.652011,0.459273,-0.213146,0.315379,-0.119537,-0.239038,-0.109686,-0.298775,-0.223991,0.013694,0.107216,0
40.0,9.0,0.884338,0.476469,-0.255062,-0.353944,0.259719,-0.007708,-0.104235,-0.216455,0.134364,-0.160194,-0.032087,0.016152,0
18.0,2.0,1.096155,-0.36039,0.028265,-0.488987,0.299779,-0.401874,-0.130937,0.063899,-0.324663,-0.260696,-0.076979,0.25699,0
16.0,10.0,1.033524,-0.286548,0.074216,-0.35303,0.542272,-0.212627,-0.18716,0.154872,-0.264131,-0.144337,0.111738,0.189521,0
24.0,2.0,1.672261,-0.552808,-0.512037,-0.087024,-0.033733,-0.302149,-0.001881,-0.091005,-0.118479,-0.227058,-0.012872,0.220381,0
11.0,3.0,-0.041934,-0.79106,0.326683,-0.722948,-0.02268,-0.293018,-0.115032,0.207784,-0.254683,-0.306505,-0.027064,0.247078,0
59.0,15.0,-0.30839,-0.110669,0.34796,0.130228,0.697476,-0.540331,0.038797,-0.261019,-0.402141,0.013601,-0.014082,-0.133375,1
20.0,2.0,1.322174,-0.940527,0.586035,-0.372946,-0.252619,-0.134868,0.142054,-0.076002,-0.510933,-0.159493,-0.027642,0.060542,0
23.0,8.0,1.122943,-0.850831,-0.148051,-0.139342,0.253256,-0.074001,-0.27245,-0.298248,-0.048365,-0.206602,-0.057507,0.218651,0
20.0,12.0,1.3557,-1.082304,0.575115,0.122069,0.287689,-0.039254,-0.429503,-0.170553,-0.151292,-0.100552,-0.028347,-0.12373,0
15.0,11.0,0.161845,-0.597075,0.303217,-0.5249,0.158385,-0.052113,-0.261631,-0.050304,-0.308805,-0.325979,0.125862,0.148732,0
8.0,12.0,0.567795,-0.751126,0.127555,-0.400249,0.553298,-0.150205,-0.333165,-0.15381,-0.300794,-0.216523,-0.118534,0.148323,0
24.0,14.0,1.186839,-1.02698,0.369375,0.412522,0.163099,-0.033896,-0.37693,-0.19272,-0.117937,-0.118432,-0.006272,-0.101827,0
20.0,15.0,-0.150525,-0.026334,0.225704,0.028894,0.66773,-0.572958,0.01789,-0.326273,-0.367568,0.084649,-0.142195,-0.098584,1
10.0,17.0,1.089142,-1.315186,0.602797,0.220715,0.047872,-0.134119,-0.096059,-0.342546,-0.367655,0.05468,0.013313,-0.119865,0
21.0,3.0,1.270483,-0.217089,0.134068,-0.478057,0.252143,-0.351305,-0.045695,0.311252,-0.222976,-0.176852,0.047691,0.198695,0
18.0,1.0,0.324166,-0.816401,0.157037,-0.639129,0.385779,-0.385047,-0.257185,0.153828,-0.379301,-0.23081,0.037058,0.297127,0
9.0,15.0,0.871849,-0.977714,0.566983,-0.150111,0.126626,-0.125549,-0.074988,-0.283587,-0.493468,0.018577,0.028436,0.009634,0
29.0,16.0,1.141713,-0.296437,0.619903,0.114614,0.599561,-0.11008,-0.134846,-0.032396,-0.463742,-0.104702,0.112586,-0.085121,0
17.0,3.0,1.224508,-0.692391,-0.198983,-0.377872,0.064239,-0.264716,-0.257128,0.226779,-0.224626,-0.227047,0.081144,0.1369,0
7.0,3.0,1.364151,-0.238987,0.689878,-0.402667,-0.300774,-0.198337,-0.052395,0.251273,-0.079161,-0.328278,0.041034,0.131728,0
24.0,17.0,0.093215,-0.816819,0.364715,-0.378452,0.506611,-0.157171,-0.30674,-0.183642,-0.407233,-0.160244,-0.032505,0.109077,0
28.0,10.0,1.444979,-1.349012,0.413439,0.072906,0.220914,-0.121184,-0.440391,-0.124867,-0.205638,-0.129067,0.085589,-0.085734,0
4.0,13.0,0.417844,-0.127413,-0.081788,0.128534,0.513444,-0.080386,-0.076521,-0.338347,0.012412,-0.160086,-0.071202,0.159135,0
7.0,8.0,1.275826,-0.936863,-0.116987,0.079224,0.265911,-0.184134,-0.376797,-0.210795,-0.162304,-0.06376,0.039384,0.071951,0
19.0,6.0,1.00973,-0.511319,0.20038,-0.863369,0.147457,-0.230393,-0.338329,0.216481,-0.066309,-0.305046,-0.172138,0.045092,0
28.0,2.0,-0.003436,-0.572692,0.180654,-0.530611,0.008185,-0.312361,0.017155,-0.008735,-0.164208,-0.380997,-0.20565,0.361105,0
