a1cx,a1cy,a1sx,a1sy,a1rho,a1pop,a2cx,a2cy,a2sx,a2sy,a2rho,a2pop,a3cx,a3cy,a3sx,a3sy,a3rho,a3pop,temp,b1x,b1y,b1call,b1eff,b2x,b2y,b2call,b2eff,b3x,b3y,b3call,b3eff,mxql,class
0.281901,0.314458,0.313092,2.140573,-0.064886,1.311349,-0.582659,0.98608,0.443587,1.704366,-0.167804,0.426871,0.345278,-0.095816,0.716317,0.239542,0.036546,0.653658,0.598261,-0.045101,0.878732,4.0,0.691219,-0.67166,-0.770516,4.0,1.31349,-0.019407,-0.340879,3.0,1.851505,9.0,0
-0.297423,0.485904,0.002379,3.214511,-0.021219,0.066289,-0.745501,-0.939883,0.126784,0.500863,0.468718,3.694631,0.596799,0.559217,0.784902,2.306197,0.336733,0.205064,0.603813,-0.794642,0.52849,2.0,1.135072,-0.443894,0.96135,6.0,1.162716,0.391195,-0.977998,4.0,1.816272,8.0,0
-0.939485,-0.478065,0.629033,0.349088,0.28734,0.485635,0.748643,0.807347,1.541967,0.1049,-0.082454,5.052209,-0.787803,-0.293727,2.074462,2.338517,-0.176036,2.807905,0.728798,-0.089384,-0.276783,3.0,1.683742,0.734363,-0.703374,4.0,0.5354,0.5428,0.26321,2.0,0.907163,6.0,0
0.712476,0.733068,0.843053,2.069298,0.178478,5.43537,-0.039406,-0.146693,1.608884,0.001275,0.488576,2.343521,0.841506,0.810962,0.430505,0.645642,0.315261,4.531613,0.662387,-0.259842,-0.036788,5.0,0.659127,0.774226,-0.013725,5.0,1.711127,0.294952,0.984742,4.0,1.046662,6.0,0
-0.257012,-0.619402,0.472516,1.840385,0.374698,0.626689,0.562534,-0.503369,1.54053,0.047167,0.418192,4.297496,0.820847,-0.250387,0.265866,2.732955,-0.373744,5.492166,0.74057,-0.633562,-0.047241,6.0,1.6717,0.04218,0.953892,5.0,1.196377,-0.821139,0.449774,5.0,1.618377,7.0,0
0.316096,-0.897474,1.377741,0.992338,0.437417,1.065402,0.250165,0.197539,0.751089,0.354806,0.180229,1.017596,0.474223,-0.403868,0.414873,1.359446,0.483356,0.006605,0.810509,0.915548,0.052867,5.0,0.63915,0.12279,-0.84435,4.0,1.242862,-0.404124,0.193101,7.0,1.836218,8.0,0
-0.074275,0.010826,0.206915,0.042848,-0.126583,3.612636,-0.725471,-0.348751,0.146838,0.296406,0.0913,2.161891,-0.067352,0.477919,0.227494,0.65898,0.027902,0.364877,0.435098,0.79927,0.053205,4.0,1.135559,-0.177309,-0.023158,5.0,1.109064,-0.444925,-0.181536,2.0,0.999693,6.0,0
-0.482949,0.143387,0.682002,2.169851,-0.345488,1.12107,0.436775,-0.868994,0.878121,0.275927,0.247808,1.555406,0.909113,0.987554,0.01738,0.325155,0.22848,9.037449,0.682134,-0.860398,-0.92631,4.0,1.426729,0.868336,-0.282176,2.0,1.04785,0.785528,-0.771189,6.0,1.227001,7.0,0
-0.23873,0.645173,0.77243,2.477674,0.238766,1.588551,0.437952,0.298495,1.074436,1.172046,0.310906,2.900626,-0.280649,0.902116,1.170635,0.902693,0.058952,4.160075,0.917447,-0.292673,-0.765182,4.0,0.528784,0.530328,0.49516,6.0,1.533338,-0.120539,0.206702,5.0,0.642332,9.0,0
0.324063,0.99905,0.862258,0.506979,-0.052822,6.519469,0.02505,-0.021505,4.354432,0.269882,-0.303621,2.189706,0.171888,0.736635,0.475987,2.588426,0.409881,4.312482,0.66301,-0.759799,0.633096,2.0,1.094782,0.551951,0.033086,4.0,1.542887,0.771634,0.948357,4.0,0.606782,6.0,0
-0.04816,-0.833966,0.802995,2.556405,0.366617,2.906382,0.681841,-0.349175,1.279789,0.248794,-0.139801,3.219019,-0.445394,0.663751,1.47162,0.891047,-0.276524,1.455728,0.576476,0.202966,-0.614005,7.0,1.184007,0.690642,-0.728358,2.0,1.826855,0.558458,0.303287,2.0,1.659687,9.0,0
-0.709227,0.485757,0.413955,0.425905,-0.030829,0.258728,0.833286,-0.703159,2.117319,1.383172,-0.176914,0.02389,0.646044,0.186029,0.262398,1.391099,0.169105,3.588744,0.360342,-0.953742,0.854384,6.0,0.799256,-0.094201,0.883236,5.0,1.262444,0.808634,-0.113153,6.0,1.349378,7.0,0
0.310948,-0.266916,0.053668,2.688656,-0.307148,3.617503,-0.581789,0.930672,1.339725,0.219474,-0.149877,2.626915,0.800614,-0.338559,0.181208,0.319406,0.340875,0.010015,0.618076,0.609332,0.665421,4.0,1.457819,-0.692425,0.389235,5.0,1.656479,0.892525,-0.254219,3.0,1.165933,9.0,0
-0.990566,0.003929,1.209621,0.951738,0.164926,2.785799,0.918014,-0.005089,0.249278,1.100465,0.418244,0.461042,0.242695,-0.609241,0.534134,0.048049,0.243502,0.349103,0.318192,0.176402,0.95976,2.0,1.716056,-0.431425,0.618571,4.0,0.797676,-0.946786,0.034816,7.0,1.710926,9.0,0
-0.093034,-0.489813,0.39129,0.348783,0.037565,2.635431,-0.772957,0.389782,1.244911,0.672365,0.321995,0.515713,0.509738,0.437358,1.847415,2.084698,0.255482,7.702082,0.45327,0.762066,0.501585,3.0,1.343836,0.787861,-0.582138,4.0,1.096329,0.575346,0.330139,3.0,0.583526,6.0,0
-0.683748,0.438743,0.681732,0.237131,-0.332565,2.477005,-0.21169,-0.143822,0.619432,0.536477,-0.302359,3.184918,0.859177,-0.136881,0.743621,1.12828,0.208009,2.994991,0.18306,0.972878,0.662226,3.0,1.825473,-0.779879,-0.69004,2.0,0.992228,-0.822581,0.35933,5.0,1.882225,9.0,0
-0.687712,-0.111708,2.178145,3.803419,-0.17098,3.412546,-0.748381,0.506255,1.053259,4.050539,-0.236071,10.073826,-0.517816,0.542553,0.322713,0.004615,-0.175178,0.072981,0.554826,0.157385,0.938155,5.0,1.513482,0.438984,0.233039,4.0,1.418766,0.395908,-0.504544,3.0,1.42579,6.0,1
-0.496206,0.864218,0.662254,1.148736,0.363044,1.208722,0.894727,-0.222136,1.681119,1.314121,-0.239117,3.577277,0.511304,-0.217115,0.162435,1.73845,0.441614,2.349223,0.747216,-0.83452,0.57504,3.0,1.950691,0.478973,-0.219139,2.0,1.071629,0.09099,-0.904722,4.0,1.705545,6.0,0
-0.595431,0.21899,0.361145,0.061328,-0.492228,2.261714,0.280871,-0.327657,2.650482,1.248193,0.434899,2.098897,-0.600002,0.698744,0.557741,2.368991,-0.344444,1.400578,0.548184,-0.968167,-0.279398,5.0,0.851021,0.904301,-0.559015,6.0,1.541092,-0.432526,0.370543,4.0,0.562273,9.0,0
-0.59348,-0.530563,0.169587,0.813984,-0.250822,1.607309,0.6047,0.965313,1.561824,1.681417,-0.346678,3.288091,-0.007778,0.256468,0.82585,0.298267,0.067627,5.134705,0.633033,-0.384962,0.882972,3.0,1.707071,-0.340324,-0.03136,5.0,0.724172,0.470887,-0.844641,3.0,1.122946,6.0,0
-0.528757,0.490179,1.441578,0.314933,0.381277,0.889335,0.794221,0.224456,0.170366,0.339306,-0.230711,2.193916,0.185089,0.80969,0.067782,2.506678,0.251053,0.237287,0.097417,0.605151,-0.347374,2.0,1.330682,0.081644,-0.602711,3.0,1.557518,0.398471,0.047407,3.0,1.332911,9.0,0
0.394738,-0.585435,0.123403,1.118857,0.196764,1.066834,0.792402,-0.08421,2.013041,0.34877,-0.41632,1.012904,0.182466,0.161498,1.728386,1.865049,-0.198032,1.416945,0.879658,0.914085,-0.61116,2.0,1.994736,-0.730122,-0.388538,6.0,0.785858,0.317095,0.161843,3.0,0.922799,7.0,0
0.890088,-0.915266,0.238925,0.75526,0.270161,1.625686,-0.645609,0.397906,0.337104,0.051418,0.441066,4.255913,0.677243,0.02062,1.186762,2.101905,-0.383302,0.538022,0.70171,0.784418,0.282653,2.0,1.746289,0.765897,0.98755,3.0,0.621121,-0.159422,0.25688,5.0,1.399969,9.0,0
0.801156,0.636263,2.855983,3.107982,-0.029425,1.208832,-0.351449,-0.420541,0.630888,0.512272,0.489792,0.284299,0.53867,-0.05078,1.835481,0.402536,-0.199005,3.137541,0.834158,0.606345,-0.988613,4.0,1.606045,-0.178366,0.199649,2.0,1.252861,0.102177,0.656358,3.0,1.078823,5.0,0
0.967483,0.278495,0.713905,0.730569,0.482878,11.31323,0.755026,0.708061,0.403205,0.828583,-0.387588,1.384299,0.41993,0.568192,1.874659,5.516878,0.367893,1.68199,0.897399,-0.344607,-0.274162,4.0,0.650339,-0.784185,0.053607,2.0,1.869925,-0.290179,-0.424278,3.0,1.565329,6.0,1
-0.272229,0.691484,0.207314,0.757409,-0.379681,1.957892,-0.269006,0.937898,0.132659,3.54505,0.102953,0.303646,0.806022,-0.569151,0.746686,2.402581,0.076581,0.264375,0.772833,0.561065,-0.115786,8.0,1.676203,0.060932,-0.360112,5.0,1.872619,-0.244348,0.283834,4.0,1.938318,9.0,0
0.716486,-0.156777,2.591891,0.471675,0.419954,0.265673,0.424278,-0.246841,0.078351,0.397941,-0.285996,0.943281,0.924272,0.290778,1.445306,0.659244,0.41747,1.94413,0.459793,0.358719,-0.165258,3.0,1.961167,-0.270022,-0.739628,4.0,0.705971,0.937806,0.381331,3.0,1.71172,9.0,0
-0.758133,-0.050279,0.401098,0.286236,-0.226175,0.904987,-0.482391,-0.428598,0.259862,0.438657,0.229076,8.677229,-0.441321,-0.172405,3.887158,0.37394,-0.396352,4.544943,0.715488,-0.723709,-0.964794,2.0,0.809673,-0.508508,0.99612,4.0,1.292775,-0.879432,-0.24956,2.0,1.297222,6.0,1
-0.065729,0.309095,1.634134,2.634213,0.438641,1.282574,-0.42596,0.985858,2.778886,0.763609,-0.468558,3.485036,0.312755,-0.585243,2.969846,1.53827,-0.196574,1.182399,0.643227,-0.478871,0.737328,4.0,1.036376,0.126945,0.373779,3.0,1.560402,0.912733,0.808726,2.0,1.094142,6.0,0
-0.042297,0.260778,0.058719,0.728507,0.304952,0.959585,-0.152428,0.007717,0.135245,2.047818,0.482712,5.095672,0.862507,0.23948,0.153521,2.560737,0.22244,2.496287,0.399047,0.835336,0.70168,5.0,1.31531,0.497441,-0.085195,4.0,1.529958,0.065506,0.452351,3.0,0.514698,6.0,0
-0.812819,-0.543266,0.921504,0.04318,0.459832,4.21376,-0.901857,0.723805,1.040111,0.827474,0.096961,2.265769,-0.887962,0.964892,0.632575,1.065746,0.175846,2.78213,0.369154,-0.711636,-0.688666,2.0,1.838782,0.203885,0.479849,4.0,0.661645,-0.813123,0.574323,4.0,1.004806,7.0,0
0.231288,-0.286252,0.117125,2.192739,0.445448,0.320104,-0.807773,0.282382,0.24047,0.987783,0.483291,1.092036,-0.942608,-0.736522,0.87641,0.034962,-0.120498,6.666279,0.378663,0.480882,0.491182,6.0,1.556681,-0.542502,0.003923,5.0,0.766954,0.905671,0.088559,2.0,0.959239,8.0,0
-0.573971,-0.136106,1.444513,2.136183,-0.231669,3.530492,0.167801,-0.387831,0.847905,0.519988,0.401182,1.095031,-0.130419,0.279854,0.777042,0.93573,-0.376903,0.113415,0.806257,-0.420228,0.061272,2.0,0.998687,0.884622,-0.064399,2.0,1.103169,0.55789,0.635958,3.0,0.718702,6.0,0
-0.661402,0.880301,0.117686,1.773477,0.200162,2.791601,0.752015,0.867324,0.002203,1.209941,-0.23256,0.992977,0.89777,-0.998483,2.254226,0.931961,-0.039413,7.732472,0.577098,-0.821931,-0.039176,2.0,0.597261,0.544385,-0.181471,2.0,1.110194,0.170752,0.012438,6.0,1.062057,7.0,0
0.124427,-0.484265,1.538046,1.213408,0.11304,5.705843,0.901284,0.374635,1.2229,1.027806,0.385472,1.213602,0.74203,0.766527,0.279858,1.081015,-0.136828,0.260588,0.316831,0.852442,0.082232,2.0,1.589542,0.840563,-0.360567,4.0,1.622722,0.998643,-0.020971,5.0,1.273035,6.0,0
-0.005982,0.878898,2.376231,0.598943,-0.310305,2.510463,0.692987,0.395999,0.236001,0.583891,-0.231264,1.598169,-0.749312,-0.731801,0.421683,1.37635,0.398199,2.053594,0.599475,-0.50525,-0.918151,2.0,0.934373,0.14024,0.327678,2.0,0.784328,0.148772,0.193224,6.0,0.77467,9.0,0
0.492405,-0.601692,0.047991,2.077903,-0.266793,1.052583,0.89094,-0.044306,0.479437,1.082431,-0.220303,0.462408,-0.976235,0.843568,0.333043,1.439858,-0.323353,1.376816,0.539165,-0.356691,-0.645057,6.0,1.200506,-0.30076,0.073168,4.0,0.674121,0.968322,0.381239,4.0,0.771913,7.0,0
-0.875046,-0.521841,0.164682,1.351754,-0.274489,2.232505,-0.477265,0.344646,0.547905,1.679054,0.205121,0.677476,0.162868,0.075528,0.814391,2.468701,-0.208269,4.822461,0.863311,-0.184663,0.531888,2.0,1.458635,-0.990446,0.034505,6.0,0.932754,-0.237073,0.41683,5.0,1.66195,8.0,0
0.983355,0.019574,0.287425,1.409739,0.179001,0.111266,-0.884381,0.007799,1.302207,0.480011,-0.255956,5.255963,-0.114377,-0.295823,0.352431,2.019359,-0.039639,0.540971,0.51053,0.833566,0.145526,6.0,0.598829,0.297423,0.17643,6.0,0.666428,0.495691,-0.09905,3.0,1.899132,9.0,0
-0.313598,-0.978223,1.844384,1.327895,-0.422302,0.240173,-0.592187,0.122754,2.487823,0.091139,0.071668,1.939958,-0.576496,0.372784,0.639551,0.267487,-0.006539,3.401188,0.693697,0.073452,0.360735,6.0,1.943236,-0.115103,0.902624,4.0,0.805312,0.801322,0.455567,5.0,1.980122,9.0,0
-0.747491,-0.027421,1.152655,0.395576,-0.328827,0.357956,-0.438557,0.088102,0.817655,1.347461,-0.492125,1.163483,0.290182,0.798766,0.246306,1.015519,-0.075369,5.812978,0.379416,-0.467462,0.836753,5.0,1.845994,-0.320487,0.686599,8.0,1.982881,0.514699,0.60963,6.0,1.219148,9.0,0
-0.929077,-0.843836,0.100425,2.158449,0.036476,0.215382,-0.423106,-0.117589,0.136747,1.771403,-0.20805,0.395483,0.993991,-0.438102,0.195567,1.960398,0.295598,0.250165,0.48367,0.850679,0.186466,2.0,1.351884,-0.131403,-0.500431,5.0,1.814203,0.233725,0.368044,4.0,1.756316,7.0,0
0.266569,0.299014,0.52556,1.125284,0.327908,0.657751,0.590993,-0.000883,0.644971,1.632131,-0.050624,7.680528,-0.074235,-0.496097,0.147081,3.548218,0.242882,2.8011,0.283124,0.393186,0.067965,3.0,1.209765,-0.895393,0.089907,3.0,1.528909,0.909682,0.86035,3.0,0.503695,9.0,1
-0.265371,-0.062661,0.512202,0.343222,-0.302605,4.96103,-0.89451,-0.052863,0.44904,0.479171,0.172981,0.814163,-0.624076,0.306115,0.382612,0.362353,0.404166,1.311528,0.478851,-0.95331,0.744668,4.0,0.794516,-0.185304,-0.924088,2.0,1.078279,-0.838961,0.307339,3.0,1.171475,9.0,1
0.56838,0.99334,0.978507,1.111554,0.062012,2.07675,0.467564,-0.468431,1.456488,0.147058,-0.170083,4.670229,-0.692081,0.974695,1.698396,0.938547,-0.440232,11.413674,0.641189,0.065257,0.796114,4.0,1.842612,0.899895,0.449122,3.0,1.012833,0.617192,-0.091785,4.0,0.945367,8.0,0
-0.310329,0.787472,0.607132,1.466027,0.042259,0.509499,0.959236,0.247277,0.157629,0.072874,0.244643,5.2135,0.926185,0.61798,1.099636,0.558934,0.031019,21.212379,0.401969,-0.426202,-0.422126,2.0,1.408236,0.728045,0.786527,2.0,1.64168,0.389373,0.875132,4.0,1.508993,5.0,0
0.158072,-0.004177,0.472158,0.342529,-0.14506,0.35753,0.490017,-0.552021,1.147297,0.526843,0.288374,2.749261,-0.708741,-0.982575,0.604903,0.622045,-0.128509,11.803216,0.486082,0.281147,-0.391856,2.0,1.923135,0.03934,0.681563,5.0,1.704239,-0.381162,0.714251,4.0,0.72988,8.0,0
-0.000174,0.565993,0.947218,0.957323,-0.403067,2.03283,-0.859299,-0.961515,0.415529,0.715621,0.001553,2.052769,0.154093,-0.721528,0.843633,0.127575,-0.037911,3.528958,0.900878,0.38196,-0.126517,3.0,0.820045,0.919172,0.302321,4.0,1.474151,-0.842765,0.860813,4.0,0.742038,5.0,0
-0.586074,0.621771,0.130647,2.34643,0.427171,3.898777,0.564355,-0.72639,1.236085,0.887584,-0.332472,2.074753,0.902242,-0.341048,0.161231,0.922879,-0.097006,5.229446,0.42947,-0.941379,-0.733405,7.0,1.77842,-0.803196,-0.909341,4.0,0.702673,-0.188576,0.840048,5.0,1.147254,8.0,0
0.797518,-0.38242,0.059086,0.946686,0.430512,0.287651,-0.324563,0.065625,0.353712,0.029418,0.268085,0.883801,-0.818272,0.707933,1.745003,3.923571,-0.080946,3.770056,0.385304,-0.162567,-0.723104,3.0,0.94967,-0.957976,-0.522395,2.0,0.831589,0.050869,-0.01095,5.0,1.660745,6.0,0
0.406896,-0.04113,0.721271,0.17852,-0.357474,2.488889,0.273024,-0.21311,0.108333,0.548988,-0.183702,1.656561,-0.655189,-0.711867,2.058565,0.734915,-0.381864,2.134692,0.274025,-0.117694,0.296224,7.0,1.411726,0.13906,0.276758,3.0,0.571588,0.869494,-0.456574,7.0,0.607306,9.0,0
-0.403927,0.724669,0.318928,0.342836,0.200998,0.11992,-0.01376,-0.634886,0.181831,1.43692,0.019745,2.452832,-0.612495,-0.204104,1.07796,0.324263,0.381182,5.151859,0.627203,-0.540959,-0.334054,4.0,1.334406,0.221879,0.657716,2.0,0.513275,-0.781086,-0.156312,2.0,1.559087,5.0,0
-0.076992,0.269918,0.232017,0.149249,-0.229372,2.993732,-0.083238,0.83694,0.149793,1.488233,-0.0918,1.014135,-0.695318,0.690537,2.54962,0.090505,-0.0934,0.055411,0.581455,0.007649,0.735626,3.0,0.789535,-0.296518,0.35713,2.0,0.99935,-0.82942,0.830094,4.0,1.579439,5.0,0
-0.275328,0.55852,0.719759,3.0893,0.21568,0.629119,0.566137,-0.216807,0.039983,2.913505,0.233313,0.276631,0.366286,0.492417,2.572366,1.04621,0.297078,0.978102,0.587356,0.910066,-0.318206,3.0,1.550128,-0.238562,0.189801,4.0,0.679291,0.317018,-0.919134,3.0,0.758239,5.0,0
-0.473819,0.190293,0.835965,0.487253,0.340773,3.902444,-0.584275,-0.039583,1.036287,2.680062,-0.300734,2.509204,0.565382,0.383931,1.877224,1.230014,0.443856,0.749683,0.590466,-0.20958,-0.796477,2.0,1.905147,0.96173,-0.910759,2.0,1.540757,-0.030595,0.625951,4.0,1.07007,5.0,0
-0.994147,-0.338904,5.399075,4.339577,0.26377,0.825835,-0.710737,0.200612,1.719715,0.868429,0.274006,7.52519,0.243575,-0.669133,0.034991,0.877491,-0.006594,3.134762,0.168001,-0.692113,-0.733318,3.0,1.40076,-0.298163,0.396277,7.0,1.472307,-0.815126,0.754015,7.0,1.592231,9.0,0
0.869643,0.214717,0.700849,2.395985,-0.380076,2.673917,0.26342,0.981512,2.775339,0.187129,-0.397697,0.030784,-0.166818,-0.678861,0.405838,0.539044,-0.216869,4.022302,0.419567,-0.121173,-0.962918,2.0,0.84267,0.726562,0.737968,2.0,1.531205,0.274542,-0.73999,2.0,1.10018,8.0,0
0.837856,-0.60413,0.942924,1.857928,0.12108,4.926493,0.91501,-0.703762,2.10067,0.014344,-0.211183,0.676543,0.851955,-0.019532,1.264148,0.568622,0.403763,3.118304,0.698592,-0.620967,0.814529,3.0,0.519242,-0.737506,-0.77824,2.0,1.423814,-0.452993,-0.568767,2.0,0.819563,5.0,0
0.153621,-0.575398,1.015105,4.502359,0.20547,1.879169,0.794136,-0.579513,0.940094,0.256585,-0.097127,2.368971,0.636682,-0.073569,0.374205,0.086631,-0.472734,0.174033,0.516007,0.936614,0.721857,2.0,0.742985,0.997393,0.990487,2.0,1.332837,0.635502,0.621513,4.0,1.782343,8.0,0
0.770277,-0.915434,0.758265,1.026683,-0.175176,1.771698,0.973433,0.643298,0.942257,1.987486,-0.298903,0.224096,-0.753477,-0.310783,0.25727,0.762552,0.418354,1.997906,0.904001,-0.220876,-0.526773,4.0,1.735552,-0.315563,-0.718673,3.0,1.836784,0.440527,-0.731266,4.0,1.236198,6.0,0
-0.812875,0.348154,0.063399,0.121946,0.39525,1.540758,0.816646,-0.194734,0.448827,3.32064,0.163881,1.436349,0.91023,0.724386,1.259579,1.21027,-0.461568,0.01284,0.367354,-0.165222,0.941032,6.0,1.306662,0.623474,-0.722603,6.0,1.593199,0.814181,-0.766382,6.0,0.937681,7.0,0
-0.17881,0.876798,0.721283,1.335982,0.362355,4.991345,-0.632915,0.749037,1.270181,0.993842,0.209325,0.411533,-0.017666,-0.607342,2.516471,0.576102,0.491591,4.438486,0.605391,0.523968,0.1398,3.0,1.343879,-0.850747,-0.522451,3.0,1.725862,0.879471,-0.852511,6.0,1.338155,7.0,0
-0.400376,-0.368296,0.024217,0.185551,-0.360288,0.292444,0.155162,0.704109,0.229403,2.071115,-0.135606,1.450728,-0.38659,-0.958045,0.779142,0.21754,0.372225,2.713196,0.057845,-0.997811,-0.710342,2.0,0.742639,0.344561,0.541748,2.0,1.722846,-0.882063,0.65723,4.0,0.872217,5.0,0
0.906397,0.939107,1.766341,0.350209,-0.276952,13.102554,-0.458008,0.278485,1.07811,0.192484,-0.180389,7.887404,-0.566271,0.434032,0.972571,0.12922,0.24682,2.386786,0.171663,0.841674,0.531537,2.0,1.932451,0.190609,0.433901,2.0,1.054614,-0.521679,0.052418,3.0,1.583865,5.0,0
-0.231892,0.018778,0.653685,0.615095,0.443123,1.303712,0.761065,0.908421,0.108142,0.06503,-0.084121,2.864887,0.336107,-0.588713,0.127931,1.520105,-0.357297,2.406429,0.521235,0.456785,-0.877163,2.0,1.833711,0.129899,-0.899336,3.0,1.373691,-0.595972,-0.12188,3.0,0.640534,5.0,0
0.651133,-0.983459,0.521372,1.088471,0.225692,2.953506,-0.791915,0.655675,0.870149,6.826442,-0.0109,0.889758,0.300577,-0.944049,0.386523,1.335494,0.394956,1.432917,0.559668,0.857515,0.695612,3.0,1.246931,0.739021,-0.00696,5.0,1.248612,0.492179,0.644514,5.0,1.701141,8.0,0
-0.710642,-0.338828,1.439461,0.835788,-0.351237,0.126283,0.662553,0.95726,5.020206,0.174251,-0.245855,3.878727,0.785485,-0.026719,0.874688,0.622974,0.247484,3.149821,0.452743,-0.468045,-0.101943,5.0,1.793595,-0.812048,0.80649,3.0,1.590995,0.23762,0.951737,5.0,0.908844,8.0,0
-0.467062,0.937003,0.309361,1.983176,0.141485,0.465205,-0.251604,-0.13438,1.481612,1.938647,0.062702,2.344195,-0.752722,0.515648,2.644228,0.773412,0.129755,1.812254,0.604146,0.67684,0.551663,3.0,1.876784,-0.223101,0.407587,3.0,1.251299,0.636369,-0.785361,5.0,0.880822,6.0,0
-0.805543,-0.354777,0.145285,0.664434,0.494178,0.05901,0.355577,0.545402,0.176332,1.736542,-0.419329,4.553113,0.067072,-0.919418,2.120196,0.35319,0.114417,0.165341,0.578209,-0.295629,0.546227,5.0,0.684552,-0.978976,0.790734,5.0,1.875812,0.131987,-0.571694,2.0,1.42628,6.0,0
0.727537,0.142676,0.342932,1.740599,-0.364119,0.04564,0.644092,-0.296819,0.215644,2.839924,-0.384126,5.944327,0.442272,-0.240277,0.84465,0.105668,-0.103947,1.108414,0.606718,-0.647213,-0.550066,3.0,1.725094,-0.464717,-0.045776,6.0,1.320384,0.416645,-0.822482,2.0,1.100302,8.0,0
-0.358678,0.853563,1.716209,2.234585,0.054249,0.258296,-0.311066,0.246417,2.900105,0.513442,-0.058713,1.760373,-0.393975,-0.247833,2.062195,0.182173,0.227867,2.388072,0.297209,0.883372,-0.100204,4.0,1.756489,-0.431323,0.630973,4.0,1.095287,0.536819,0.832827,3.0,0.721143,6.0,0
0.259451,-0.223522,0.351678,0.93368,0.000458,0.728349,0.476732,0.898941,2.145315,2.065422,0.02943,2.339162,0.509577,0.406895,3.685775,0.821263,0.392839,0.319315,0.379987,-0.138352,0.230691,2.0,1.758044,-0.475263,-0.308671,3.0,1.099016,0.432999,0.716284,3.0,1.582575,6.0,0
